filename,Score,ThemeLogic,Creativity,LayoutComposition,SpacePerspective,SenseOrder,LightShadow,Color,DetailsTexture,Overall,Mood,,,,
be295974270547ba8e7321951b236adc.jpg,5.833,5.83,6,5.83,,5.33,,,4.67,5.83,6,,,,
babf3b3f1eb5480792770d5ca984b05b.JPG,6.167,5.5,6,6.33,,6.5,,,5.67,5.83,6,,,,
ba5127834bb2419b8b3ab495336e4cb8.jpg,8.083,8.5,8.17,7.67,,6.83,,,8.17,7.17,7.5,,,,
b99e1dacc0fa45d09a963dbb26fd0b32.jpg,8,7.5,7.67,7.33,,8,,,8.33,7.83,7.83,,,,
b883e550d6a14d918cd40df49995b28a.jpg,6.583,6.67,6.83,7.33,,6.17,,,5.83,6.17,6.5,,,,
b5f44d0cc799481bac3a353f82a0b8f5.JPG,6,6.67,6.83,6,,5.83,,,5,5.5,5.5,,,,
b5e55c0598d34e9c9f7bd2ef1553d619.JPG,7.5,7,7.5,7,,6.17,,,6.33,7.17,7.5,,,,
b5afb1aac34549fcb74d9ca056881a67.JPG,5.667,5.67,6.33,5.83,,5.33,,,5.33,5.33,5.83,,,,
b50e12b3869c4f68b84964fc00c5e962.JPG,7.167,7,7.17,7.33,,5.67,,,6.33,7.67,6.83,,,,
b0e9bafc822644d69ce87108f371789e.JPG,7.167,6.67,8.33,6.5,,7.17,,,6.67,7.17,6.5,,,,
af186b8f14674525ba63f6e6e8aab1b9.jpg,7.833,6.83,7.33,7.33,,7.33,,,7,7.5,6.5,,,,
ab4b7deecc2046c389684db78efe8521.jpg,7.583,6.67,7.5,7.5,,7.33,,,6.67,7.67,7.67,,,,
aa0c103e56124648a0d38783fbfb20a7.jpg,6.083,6.5,7,6.33,,6.67,,,5.83,6,6,,,,
a9abb407d9044647b0633201521e2020.jpg,7.75,7.17,7.33,7,,6.83,,,6.83,7.33,7.83,,,,
a5e7ce9e441947619e6de17f6a718f0a.jpg,6.083,5.33,6,5.83,,5.83,,,5.5,6.33,6.67,,,,
a58a94cc056a4434ad9f9dd550e92dda.jpg,7.167,6.17,6.67,6,,5,,,6.17,6.5,6.33,,,,
a4b2cb2e9fe543a9a53a21a52b6d34ab.JPG,5.667,5.83,6.17,6.17,,6.5,,,5,6,5.67,,,,
a2bdbb1d8d3f4ddc9726dde666e9acfc.jpg,7.5,7.83,7.67,7.67,,6.67,,,7.17,7.67,7.33,,,,
a21a7e88c7a7434ba00f775999d1e8b1.jpg,7.917,7,7.67,7,,6.67,,,8,7.83,7.33,,,,
a0d08a37c0774735a0a04cf162f5da90.jpg,4.917,5,5.83,4.67,,3.67,,,4.17,4.5,4.67,,,,
9ff8b8c3a6404f8aab84b36385393519.jpg,6.667,6.83,6.17,6.17,,7.5,,,5.17,7.33,6.5,,,,
9f9d588147c54c95baee0995a45ccca3.jpg,6.833,6.5,7,6.67,,5.83,,,5.83,6.5,6.17,,,,
9e55e47f98c64a30950dedb77e89b36a.jpg,5.417,5.17,6,4.83,,5.17,,,5.33,6,6,,,,
9e5208c3112843d6b37147f7f9c24f07.jpg,8.667,8.33,8.67,7.83,,7.83,,,8.67,8.33,8.17,,,,
9e4538cd57ef480596c9ac2e9fd972eb.jpg,5.083,5.33,5.83,4.83,,5,,,4.33,5,4.83,,,,
9a28d706b2b64112b04f79128e16b12f.jpg,7.5,7,7.17,7.67,,6.83,,,7.5,7.5,7.5,,,,
98a3bceb668a4d398a27e560334815c3.jpg,8.417,8.67,8.67,8.17,,8.17,,,8.5,7.67,7.5,,,,
9870741ffd6d42e4983976f8fabe7e57.jpg,7.75,7.17,7.83,7.5,,7.83,,,7.33,7.5,7.67,,,,
98196340a990410781f3c2691a0c146c.jpg,6.333,6.5,5.83,5.83,,6.17,,,5.33,6,5.5,,,,
97cd0937e81245b487ef7161224e6fe1.jpg,5.667,5.83,5.5,5.67,,5.83,,,5.5,5.5,6.33,,,,
9761a93397e74a8e84da16a3f7d618d3.jpg,7.417,6.83,7.33,7,,7,,,6.67,6.67,7,,,,
956367140ffa4f2fb478fc3336e41b87.JPG,5.25,5.83,5.33,5.33,,4.83,,,4.5,5.33,5.83,,,,
94863f5b706142bcbb081d080d60a956.jpg,7.917,7.67,8.17,7.83,,8.33,,,7.83,8.5,7.67,,,,
92369444178a4880b3fe9e272c3f12cb.jpg,6.333,5.83,6.5,6.67,,6.67,,,5.17,6.33,6,,,,
921fcb4c1a0f41e18576f55c392c1bdb.JPG,5,6,4.67,5.33,,4,,,4.67,4.83,4.83,,,,
91f2770b555244828d49ef2348000e31.jpg,7.833,7.67,7.83,8,,8.17,,,7,7.83,7.17,,,,
91df49063fcd46e1affbffb7db2e0127.jpg,6.583,5.67,6,5.83,,6.67,,,5,6.33,6.5,,,,
90b65b1724304407a999411967c36ed4.jpg,8.333,8,8.17,7.33,,7,,,8.33,8.17,8.33,,,,
8e26f95a0a3143c7a8b3127c74c9b378.jpg,5.167,5,5.5,5,,4.67,,,4.17,5,4.67,,,,
8db801651a8d434092dc1e699d6dce3a.jpg,7.667,7.33,7.17,6.83,,6.67,,,7.33,7.17,7.67,,,,
8db3731d975244a0bacedfdb99444320.jpg,5.083,6.33,6.33,5,,4.67,,,4.33,4.67,4.33,,,,
8a81162d864d4cd7bd459818623f1549.jpg,7.583,7.17,7.5,7.33,,6.67,,,6.5,7.5,6.83,,,,
8a052179357d4552a0210b339581b4dc.jpg,8,7.33,8.17,6.67,,7.5,,,6.67,7.5,7.67,,,,
87e27769afb14adeb13c843abb80f638.jpg,8.167,8.17,7.67,7.67,,7.5,,,8.33,8,7.33,,,,
87c6a88db1fb4e78b2f1bbe436131fd1.jpg,8.5,8.33,8.5,7.83,,7.83,,,8.5,8.5,7.67,,,,
8751a3ed731149cb82ba32737d999975.jpg,5,5.33,5.67,5.83,,5.33,,,4,5.17,5.5,,,,
85871094b2754b898ed8a05fc7f26f85.JPG,5.917,6.17,5.33,5.67,,5.67,,,5.17,6,6.17,,,,
844a557565e447b9a5bdcf772c0aea2f.JPG,5.667,5.67,5.67,5.5,,5.5,,,4.67,5.5,5.67,,,,
833a0b553d1340f18a0a2340359eead0.jpg,7.917,7.5,7,7.5,,7.17,,,7.5,8,7.17,,,,
80423c3491b54b2eab8a703e76ef1657.jpg,8.75,8.67,8.83,8.5,,8.17,,,8.33,8.33,7.67,,,,
7f71ec1931ef4ed184a26fb6e39da756.jpg,8.25,8,8,7.5,,7.17,,,8.5,8.5,8,,,,
7eeee1bbfe7548afbf9e6a3f6a0ba37b.jpg,7.25,6.83,7.17,6.83,,6.33,,,6.67,6.83,6.83,,,,
7ee7de56d49243058aa9698c92b490d6.JPG,7.167,6.83,6.83,7.17,,6.17,,,7,7.17,6.67,,,,
7e2182e4ae954451adfd78af9f09d371.jpg,4.333,5.33,5.5,4.33,,3.67,,,3.67,4.33,4.33,,,,
7e1d9e7f258d425ca6275fb73245b58f.JPG,5.583,5.33,5.33,5.83,,6.33,,,5,5.17,5.17,,,,
7bd52d6670ee4808bd8814c7741d017a.jpg,4.667,5.5,5.17,4,,4.33,,,4.17,4.17,4.17,,,,
7b6dec79fc364144b4c15c885185c36f.jpg,6.833,7.17,7.67,6.83,,7.5,,,6,6.83,6.33,,,,
7a028b65c08f490b9b01ef5bd682adc3.jpg,6.417,7,7,7,,6.67,,,6.17,6,6.33,,,,
77a09da2fb39444181f1c6deb2803c1b.jpg,7.333,7.33,7.17,6.83,,6.5,,,7.17,7,6.83,,,,
776e0105ab12494a855f0faf9f183dc6.jpg,6.333,6.33,6.17,6,,5.67,,,5.83,5.83,5.5,,,,
75d5767c2c5340bcac75d35fbb879032.jpg,6,5.33,5.67,5.33,,5.5,,,5.83,6.33,6.17,,,,
74ffa08af4354951b278679a78f6bc82.JPG,6.667,6.33,6.33,6.33,,6.17,,,5,6.5,6.17,,,,
74a14739ac7e4ea49ef3a7cad3c9c0eb.jpg,6.667,6.83,6.83,5.83,,6,,,6.67,6.33,6.83,,,,
745ce1f09584495bb4a0be2b3cebe0ec.jpg,8,7.67,7.67,8.5,,7.5,,,7.83,8.33,8,,,,
743bafe2fc1b4caaa987d37ba3b433c1.jpg,7.167,7.17,7.17,7,,7,,,7,7.33,6.5,,,,
72a3103325ca46c2a886d0473884a4a8.jpg,7.583,7.5,7.17,7.83,,7.5,,,6.17,7.5,6.5,,,,
7136a9a2715f4d47b186649eb4784a5b.JPG,5.167,4.83,5.17,4.67,,4.67,,,4.83,4.67,4.83,,,,
7084d31678644ae7bfba00bc9767f536.jpg,7.75,7.5,7.67,7.5,,7,,,8.33,7.67,7.83,,,,
6f4d017736eb45328f7067ecb5199388.jpg,6.75,6.5,6.67,6.17,,5.67,,,6.33,6.33,6.17,,,,
6d79dfa1a0db4581bed4f3452fd8ec43.JPG,7.167,6.83,6.83,7,,7,,,5.67,6.33,6,,,,
6d4b76d8b66a4a0598fb1a816e005cb5.jpg,7.667,7,8,7.67,,7.17,,,7,7.17,7.17,,,,
6d083ca4b53e49b79637fafa0feef941.jpg,7.167,6.67,7.17,6.5,,6.33,,,6.5,6.5,7.5,,,,
6bc69cad7fc347bc869d27d252bc9ad9.JPG,6.417,5.33,5.5,6.17,,6.17,,,5.17,6.33,5,,,,
63fba395eeef4b5d8538989d89898aaa.jpg,8.333,7.83,7.83,7,,7,,,7.33,8.17,7.17,,,,
63ef4a311c2a4dfd8b5b9123e5a14a34.JPG,6.167,5.83,5.67,5.17,,5.33,,,5.5,5.5,5.33,,,,
6293b7f26bd24542b793c070ae666c00.JPG,4.333,4.83,4.33,4.33,,4.33,,,4,4,4.17,,,,
622776eddaa842fe8b27ef67bace8b1f.jpg,7.417,7,7,6.67,,7.17,,,6.67,7,7.33,,,,
61628a3b87cd4563979b9b700dbbd609.jpg,6.5,6.67,6.33,6.33,,6.33,,,5.67,7,6.33,,,,
61610ca94c874ab4b8f3b471ed3a8f58.jpg,8.167,7.83,8,8.17,,7.67,,,7.67,7.67,7.33,,,,
612c1093e203450d887d36363c55d9f7.jpg,6.75,6.17,5.83,5.83,,6.33,,,6,6.5,6.17,,,,
611fdb4c139547ccb0790506d0c7f0aa.jpg,4.167,4.33,4.67,4.83,,3.83,,,3.83,4.5,3.83,,,,
5da1bac913e84f64856124b3cf8b9f54.jpg,6.25,5.67,6.33,5.5,,5.5,,,5.5,5.83,5.83,,,,
5cf620b1d46b4fb0a3c8b27ca502d1a2.jpg,4.75,4.5,5.5,4.83,,4.17,,,4.17,4.33,4.67,,,,
5c7bc739c52d4081b2065e69d68019fb.JPG,6.583,6.5,7.17,6,,6.83,,,6.17,6.17,5.5,,,,
5bb06bc040c2451cb1b0d654991ab1c1.jpg,8.417,8.5,7.67,7.67,,8,,,8.17,7.83,7.5,,,,
5a1e4756a8394ad591402046f0a8351c.jpg,7.417,7,7.17,6.5,,6.83,,,5.83,6.67,7,,,,
58c73e97df46433084fb5bccb775270e.jpg,7.167,6.5,7,6.5,,6.5,,,5.5,6.5,6.67,,,,
57ddab0f272f47a69a39affb32c29b87.jpg,7.5,7,7,6.67,,6.5,,,5.67,7,6.83,,,,
571581d1aa524391ae10c7d656cba621.jpg,7.5,7,7.17,6.33,,6.33,,,6,7.67,7.67,,,,
55b00af68fa4498fad1af3b1cf05f927.jpg,6.25,6.5,5.83,5.33,,5.17,,,5.17,5.67,5,,,,
54329f888969486c8c77013abe03db91.jpg,4.583,5.17,5.17,4.5,,4.5,,,3.83,4.83,4.33,,,,
534d977745274b6a9e3c631b060ed269.jpg,7.75,7.17,7,6.83,,7.33,,,7,7.83,7.67,,,,
515acadcd607449ebf221d36d353e7e5.JPG,6.667,6.83,7.33,7.17,,6.5,,,5,6.5,6,,,,
4eea0278badf497c9c86fd3b78950be2.jpg,7.917,7,7.83,7,,6.67,,,6.67,7.5,6.67,,,,
4ede7af291904c519c0c2eb7db6ce0b2.jpg,7.25,6.33,7.17,6.17,,6.5,,,5.83,6.83,6.67,,,,
4e5d9386e675441fa1ed51e3486c6a00.JPG,5.5,5.83,5.33,5,,4.67,,,4.67,5.5,5,,,,
4dbba0bcf19d434daff35fb36e720ea4.jpg,6.667,6.67,6.67,6,,6,,,5.17,6,6.17,,,,
4b6bd812670f45249d22d6288bed04bd.JPG,6.5,6.17,6.33,5.67,,5.67,,,5.17,6.67,6,,,,
4b558550b6ce4515901a775689c6a4d0.jpg,7.833,7.67,8,6.83,,6.33,,,6.83,7.83,6.83,,,,
4a635179d4bd4882841a5ff2ec6b9c82.jpg,7.25,7,7.33,7.17,,7.17,,,5.67,6.83,7.5,,,,
49519c1e77e04a22a320d375b5205332.jpg,8,8.17,7.67,8,,7.17,,,7.5,7.83,6.67,,,,
44933460188e4eb9b8783b96f3ab4b7f.jpg,7.417,6.17,7.17,7.33,,6.83,,,6.17,7,7.17,,,,
430fe7c971aa4836834069a133274a20.jpg,7.833,7,7.67,7.5,,7.17,,,7,7,7.83,,,,
3fe354509e714f2e8d28cd5541f1d3b5.JPG,7.25,6.83,8,7,,6.83,,,5.67,6.83,6.17,,,,
3d9ef77d465c4cbc87340782d512cba8.jpg,6.917,6.5,6.5,6.33,,5.67,,,6.17,6.5,6.5,,,,
3a7c8df6df544ddfa7c6a0caf71ea6c7.jpg,5.5,4.67,6,4.67,,5.17,,,5.17,5.5,5.5,,,,
3a79b2533e144dd699019a412a98c38b.JPG,5.083,5.33,4.83,4.17,,4.33,,,4.5,4.33,5,,,,
38e7b7e47244408aaf411705dfd276db.jpg,8,7.67,8.17,7.33,,6.83,,,7.17,7.5,7.33,,,,
38a045cbdf1243b39997a600aa220cb8.JPG,7.083,6,6.83,7.33,,6.5,,,5.83,6.17,6.17,,,,
34d1cbb7f1304257998140c4e0c7c349.JPG,6.417,6,6,6.33,,6.17,,,5.67,7,5.5,,,,
3475008241d14f95b85ba06530ce79e3.jpg,7.667,7,7.33,7.33,,6.83,,,6.83,7.33,7.33,,,,
32a8438f346d4ebc8545ff07974c34e5.jpg,6,5.83,5.33,5.17,,6.33,,,4.83,5.33,5.83,,,,
32883e1f296f455882744fbe21532475.jpg,7.083,6.5,6.33,6.67,,6.5,,,6.67,6.83,6.5,,,,
2dea55a1f3b24313b40ebf16c5ef185b.jpg,7.5,6.83,7.17,7,,6.33,,,6.5,6.67,6.67,,,,
2d7f48f9cc03470b838126320501228c.jpg,8.083,7.83,7.5,7.17,,6.67,,,7.67,8.17,8.17,,,,
29bf4c579ce34494a7fcb4a8c92874ee.JPG,5.583,5.33,5,5.17,,5.17,,,4.67,5.17,5,,,,
2792f8f6b3f944c78f7bd809ba2b11cd.JPG,7,6.33,6.67,6.67,,6.67,,,5.5,7.83,6.5,,,,
2620158541fb4991b255334643a3c9e7.jpg,7.083,6.67,6.67,6.33,,6.5,,,5.83,6.5,6.5,,,,
24c9e7ed5cb84f7aafd31b1604409003.jpg,7.75,7.17,7.83,7.17,,6.83,,,7.5,7.33,7.83,,,,
239c6185bd0f496092e7c891ea4d1afa.jpg,5,5.33,5.67,4.67,,4.83,,,3.5,4.83,4.17,,,,
22e369bb9024489c8967760440b12520.jpg,5.083,5,4.67,4.67,,4.17,,,4.5,4.5,4.67,,,,
1fe7685d2da645f2b973cabb55f02a7d.jpg,7.25,6.5,6.33,6.33,,6.5,,,6,6.17,6.33,,,,
1ddc78c8ba0846889b753ce00848d090.jpg,6.917,6,6.67,6.33,,6.33,,,5.5,7,6.67,,,,
1d8bf131f708428cab881e75ea74537b.jpg,8.25,7.67,7.83,6.67,,6.83,,,7,7.67,7.5,,,,
1c1c94e56870430db0947414b8853542.jpg,8.083,7.17,7.83,7.5,,7,,,7.67,7.83,7.67,,,,
1bff08cd1e2944d9b96441a5e9e5910f.jpg,5.833,5.83,6.33,5.67,,5,,,5.67,4.83,5.67,,,,
1ac252f376d94dee8ff96d4fa0289481.JPG,5.833,5.67,5.5,5.33,,4.67,,,5,5.17,5.33,,,,
1a4deb444c20474b98e96fd225761ae2.jpg,5.167,5.17,4.83,4.67,,4.17,,,4.33,4.83,4.67,,,,
1a29b5253e554725a9fa2fbfcde705fb.jpg,6.5,6.33,6.5,5.33,,5,,,5,5.83,5.67,,,,
16379c5b69a44b48a5c3ec147655e31a.jpg,5.333,4.67,5.5,4.83,,4,,,4,4.67,4.17,,,,
156f98a7ae8f46e7b6eb89c7826060e0.jpg,7.083,6.17,6.67,6.17,,6.33,,,6,6.33,6.5,,,,
133aac78346d4eefaa87f99dca9b9020.JPG,5.167,5.17,5.33,4.83,,4.67,,,4.67,4.83,4.33,,,,
10d6872ceeab4328aaca84b13e7645d5.jpg,6.417,7,6.67,5.83,,6.17,,,6.33,6.5,5.83,,,,
0e10c874a19f4976bfb6aa6ed8a4dac4.jpg,4.333,4.67,4.33,4.17,,4,,,3.33,3.83,3.67,,,,
0bbb20dc941646b6b4c30da30d57aecc.jpg,4.833,4.17,4.33,4.33,,4,,,3.83,4,4.17,,,,
0a1dcb71ad0d4fcdb777941d4b8d9fc6.jpg,5.75,5.33,5.67,5.33,,4.83,,,5.17,5.33,5,,,,
09c3ba8da7624f829d0c8e8ec7a98a0c.jpg,4.417,4.5,4.83,4.33,,4.5,,,3.67,4.5,3.83,,,,
08320ce2247b4699a020fdd3645a8b9a.jpg,8.417,7.5,7.83,7.83,,6.67,,,7.67,7.17,7,,,,
08153d878ae14b4bb7668acdd01c5661.JPG,6.667,5.5,6.17,6,,6,,,5.33,5.83,5.67,,,,
07152ecd655e4fe6848f096401c41615.jpg,7.417,6.67,6.83,6.67,,6.83,,,5.83,6,6.33,,,,
049468e92fc54edfbba69a10f61cac1f.jpg,4.667,4.33,4,3.5,,3.33,,,3.67,4,3.83,,,,
03987e8af2f242f187bc15b5a6b7e64a.JPG,6.667,5.33,5.17,6,,6,,,5,6,5.17,,,,
02af0301c1d84d529160ed11bf512659.JPG,6.917,6.83,6.83,6.17,,6,,,5.5,5.83,6,,,,
0105b837f8ba4befbd7a019da7adada8.jpg,5.083,4.83,4.5,4,,4,,,4.17,4.33,4.33,,,,
fe0a6cc271f84156959496ce8b625cf8.jpg,7.562,7.5,6.75,7.25,,7,,,6.12,6.88,7.62,,,,
fab773e842c54bffa60a7f6abd456824.jpg,5.429,5.14,6.71,6.43,,6.43,,,4.86,5.43,5,,,,
f9b0ef5e5e8e4179a499b4b86dd779cf.jpg,8.214,8.14,7.29,8.29,,8.29,,,7.43,8.29,8.14,,,,
f93d71b0ec6241e5abccc4109378fa54.JPG,7.214,7.29,7.71,7.14,,6.57,,,6.29,7.43,6.86,,,,
f91db2eb449740fe95ef9cd6de4c9baf.jpg,5.786,5.57,6,6.86,,6.57,,,5.29,6.14,6.43,,,,
f691584c1a3a415b9eeac564a81bc1b6.jpg,8.357,8,7.86,8,,8.29,,,8.29,8.71,8.57,,,,
f1ad0d4ccb0f452c9d3826c57adcd4d9.jpg,7.071,6.86,7,6.71,,7,,,6.57,7.43,7.57,,,,
f1995d4d321741878f16fdb41424d90d.jpg,6.786,6.57,6.14,6.29,,6.86,,,6.14,6.57,5.86,,,,
f114e491d670460bbfa2813e0b66b930.jpg,8,7.86,8.71,7.43,,7.71,,,7.29,8.29,7.57,,,,
efee7613e931482d9ff4a291e5d533c2.jpg,7.571,7.43,6.43,7.29,,8.57,,,7.57,8.14,7.43,,,,
ef52b76641bf4b338ad8e1684ee5ca96.jpg,4.786,5.43,4.86,5,,5.57,,,4.43,5.57,5.29,,,,
ed7c159a1d6a4c6bace6fb407d67d1da.jpg,6.714,6.71,6.86,6.86,,6,,,5.86,6.57,6,,,,
ebe0765a00884e6ab89cd2263cc0ad70.jpg,7.714,7.71,8,7.86,,7.29,,,6.29,7.86,7.14,,,,
e9dde79bb762448fb852443c8e4a56ca.jpg,7,7.29,6.29,6.86,,6.71,,,5.71,7.29,7.86,,,,
e971d9fc56704813aad92dfed95aeaec.jpg,8.071,7.86,8,8.29,,8.86,,,8.43,8.43,8.14,,,,
e7d1b6847d844df685b30ccf01ff9276.jpg,7.571,7.57,6.86,7.43,,7.14,,,6.71,7.43,6.57,,,,
e685d178e48246ab9626c882f8881b77.jpg,8.357,8.14,8.43,7.86,,7.29,,,8.29,8.71,7.86,,,,
e278a772497f4d6d95882da333d41eed.jpg,6.643,6.86,6.43,7,,6.57,,,5.86,6.29,6.86,,,,
e1a7ad2d7d2f4bd0a3b3d758634659be.jpg,7.357,7.57,7.57,7.14,,7.14,,,6.14,7.43,6.86,,,,
e0dc0e20274641b2986a4fbb99c058b2.png,7.571,7.29,6.57,7.14,,6.86,,,7.14,7.57,7.14,,,,
de8c599c2f97426c96920041685e4b10.jpg,6.786,7,6.71,6.57,,5.86,,,6,7.29,6.57,,,,
dca9870a31af4f81b163ddd7aa1e8181.jpg,6.357,6.57,6,6.14,,6.57,,,6.14,6.43,6.14,,,,
da95db27fdca4a48af76f89e17c32290.jpg,8,7.43,7.71,7.29,,7.71,,,7.86,8,7.57,,,,
da3015d0e50a4cb09fcf1629d19dcd8d.jpg,5.214,6.29,5.86,5.86,,5.86,,,5.71,5.14,5,,,,
d90a11536f814503bd4c08c503e121e6.jpg,7.5,7.57,7.14,7.29,,6.43,,,6.14,7.43,7.71,,,,
d21ed609bb294762b4eec2950ec9a3f4.jpg,6.714,6.43,6.71,6.86,,6.57,,,6.71,6.43,6.43,,,,
cf056c6d6fae4a8886197899c7534441.jpg,6.643,6.29,6.71,6.57,,5.71,,,5.43,6.57,6.57,,,,
cef39b9de9b44ecba7998bee051fd857.jpg,6.929,6.86,5.86,7,,6,,,6.29,6.43,7.29,,,,
cba1db0eba964a3fb9771e977b7a04fc.jpg,4.917,4.17,5.5,4.33,,4.17,,,3.67,4.83,5.17,,,,
cb603ed55361431d96d743a3eace0979.jpg,7.5,7,6.33,7.83,,6.83,,,7.17,7.33,7.83,,,,
cabeb769870348ccb8bbc4013422bc03.jpg,8.417,7.83,7.5,8,,8.5,,,8.33,8.33,8.5,,,,
c8aa9f9c922a46ee82a2e9fe4c50a9dd.jpg,5,6.67,7,5.33,,5.83,,,5.83,5.83,5.33,,,,
c7b9ff310c244690943b64a3780618c3.jpg,7.25,7.17,7.5,6.67,,7,,,6.17,7.17,7.83,,,,
c63ee4cd21d34dd29ff60a79ef2724a3.jpg,6.75,6.67,7.5,7.17,,5.5,,,6.17,6.67,6.67,,,,
c48e067f74764b7282fa5ceae6c9cbf1.JPG,7.25,7.17,7.33,7.17,,7,,,6.67,6.83,7.17,,,,
c45681951cb64505a4c63cb0015e7080.jpg,4.417,4.67,4.67,3.83,,4.33,,,4,4.5,4.33,,,,
c452229a13d04e97b5ff5d66660ee466.jpg,6.917,7.17,6,6.5,,6.33,,,6.17,6.83,7.5,,,,
c2dd76a4fc5e444b88ce3da81edc85fb.jpg,5.833,5.67,5.67,5.67,,5,,,5.33,5.83,6.17,,,,
c2c500bd4c80449e94999bc6f25dda9f.jpg,4.667,5.17,5.5,5.5,,4.83,,,4.67,4.67,4.67,,,,
c2b8484f22504922931c3b435c74efc3.jpg,5.417,5.5,5.33,5.33,,5.17,,,5.17,5.5,5.33,,,,
c1d738ae50fc45248b00b88dedbdcaa0.jpg,7.917,7,6.67,7.67,,7,,,7.67,7.33,7.33,,,,
bfd5ee0d0d0e4dd69408b9c9233539f4.jpg,4.75,5.67,6.33,5.17,,4.33,,,4.33,4.83,4.67,,,,
bf3636eb17a34e82a592231af505a402.jpg,6.167,6.33,6.17,5.83,,5.5,,,5.67,5.17,5.67,,,,
beba39a460944a878be46b92291a62d6.jpg,6.167,6.5,6.83,6.5,,6.17,,,6.17,6.17,6.83,,,,
be7c73471101451fa503bb5d1cd5f0ec.jpg,7.167,6.67,7.5,7.17,,6.17,,,6.83,7,6.5,,,,
bdc7998ef72d46dc858799b5f60bbc5f.jpg,7.5,7.5,6.5,6.83,,6.67,,,7.83,6.83,7,,,,
bdc136708bb64091a5be08adb22ed5ad.jpg,6.833,7,7.67,7.5,,6.17,,,6.83,7,7,,,,
baf6f05e724343819c775659895553e8.jpg,6.917,6.67,6.5,6.83,,6.5,,,7,6.5,7,,,,
b782e36d30a640f3bfc17b6676d415ab.jpg,7.667,7.33,7.33,7.33,,6.67,,,6.83,7.5,7.67,,,,
b43c8687f9a24ebf9d404ba7491331d6.JPG,6.833,6.83,7.5,6.67,,6.33,,,6.5,6.67,6.33,,,,
b2866a049eb743adbe76a78393bd1fbb.jpg,7.167,6.5,6.17,6.5,,6.17,,,5.5,6.33,7,,,,
b24335d1a48947febee1356b6f0f476f.jpg,6.667,6.17,5.83,6.5,,5.5,,,6,6,6.5,,,,
b00302506770489f82d6d1df4d3af2b1.jpg,6.833,6.67,7.17,6.5,,6.5,,,6.33,6.33,6.33,,,,
acbaf8285106475ea3583e63830949bb.jpg,7.917,7.67,7.83,7.67,,7.67,,,7.67,8.33,7.67,,,,
ac2a557a2253427fa37fda1601c4d32f.jpg,6.75,6.5,6.5,6.83,,6.17,,,6.17,7.17,6.33,,,,
ab204bd01a614eaf9bd94218f8353c51.jpg,5.5,5.33,5.67,5,,4.83,,,5,5.83,6,,,,
a9662016137a4641842a1bd5b94901f4.jpg,6.333,6.5,6.83,6.33,,5.83,,,5.5,6.33,6.83,,,,
a5e54b03e9304f659d86a4c9d135102b.jpg,7.75,7,8.5,7.17,,6.5,,,7,7.67,7.33,,,,
a40d3edd8aed4ced8384eb266172fabd.jpg,6.583,6.33,7.17,6.17,,6.17,,,6.17,6.17,6.83,,,,
a3e421877e534e32ab35c57304c1a0e8.jpg,4.583,5.33,5.5,5,,4.33,,,4,4.5,4.33,,,,
a2cf4b6f60514b8b96b596f6c781fcdf.jpg,6.167,6.17,6.33,6.17,,6,,,5,6.5,6,,,,
a2c8b7fd4c84496c8137e51b57f453d4.JPG,7.333,6.83,7.5,7.33,,6.33,,,7,7.67,7.17,,,,
a1c226f5e71a431281474b31a879650e.jpg,7.917,8,7.17,7.33,,7.5,,,7.5,7.83,7.5,,,,
a195fb2caacc4341aa1abc89f0e77152.jpg,7.5,7.33,7.67,7.33,,6.83,,,7.33,7.17,7.5,,,,
a139d0187bb34191a0788b8fdbe32a9d.jpg,6.75,6.83,5.5,7.33,,6.5,,,6.17,6.5,6.83,,,,
9bf8ce05ec034958a903dfeb9852cfda.jpg,7.5,7,7.83,7.67,,7.33,,,6.83,7.83,7.33,,,,
96dad4d7b3a945c59640b45d99bb7087.jpg,6.667,6.67,6.33,6.33,,7.17,,,6,6.5,6.33,,,,
9447604a6b6c4747a887da77c4d55d27.jpg,6.917,7.17,6.33,6.5,,6.67,,,5.83,6.67,6.5,,,,
921b91c8b2354cfabe0145ed9d17252a.jpg,6.333,6.17,5.33,6.67,,5.5,,,5,6.17,6.17,,,,
916e0ab183a04418b5d94cdaa7fe3adf.png,6.5,6.17,6.33,6.17,,6.5,,,5.5,6,6.67,,,,
900bdd8261fa4a07b5d46f5ee5f46ae6.jpg,6.25,5.83,5.83,5.83,,5.33,,,5.67,5.83,6.5,,,,
8ff11e3d5c444f6bb8f822d304315297.jpg,7.333,7.17,8,8.17,,7,,,7.17,8,7.17,,,,
8fb12c40e1294544ab875fb88e4c7eff.jpg,7.25,7,7.17,7.5,,6.67,,,7.33,6.67,6.83,,,,
89595634548949e08d854641507d2fcd.jpg,8,7.83,7.5,6.83,,6.5,,,6.33,7.5,7,,,,
86b6151ebc1c41159f965bd2d7d1fd83.jpg,7.167,6.33,7.33,6.67,,6.5,,,6.83,7.17,6.5,,,,
85fd1351bb6e4b59aa5cd05facddd67b.JPG,7.667,6.83,8,7.5,,6.33,,,6.5,7,6.83,,,,
85f37dd0ca764391a20aeb8e7ded110b.jpg,7.167,7.5,7.5,7.33,,6.5,,,5.67,6.83,7.5,,,,
85dc059f38e24503a788f089ff269e48.jpg,5.833,5.83,5.67,6.33,,5.5,,,5,5.17,5.67,,,,
